Linux 6.6.23 (eternity8) 	2025년 05월 29일 	_x86_64_	(40 CPU)

14시 40분 53초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 59초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      25      0.00      0.00      0.99      0.00      0.00     99.01
14시 41분 59초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      30      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 59초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 59초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 59초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 00초     all      0.00      0.00      0.05      0.00      0.00     99.95
14시 42분 00초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      16      0.00      0.00      1.00      0.00      0.00     99.00
14시 42분 00초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      19      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 00초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      30      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 00초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 00초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 00초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 01초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 01초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 01초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 01초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 02초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 02초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      25      0.99      0.00      0.00      0.00      0.00     99.01
14시 42분 02초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      30      0.00      0.00      1.00      0.00      0.00     99.00
14시 42분 02초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 02초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 02초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 03초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 03초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      19      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 03초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 03초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 03초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 04초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 42분 04초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      25      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 04초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 04초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 04초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 05초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 05초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      19      0.99      0.00      0.00      0.00      0.00     99.01
14시 42분 05초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      30      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 05초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 05초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 05초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 06초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 42분 06초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      25      0.00      0.00      1.00      0.00      0.00     99.00
14시 42분 06초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 06초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 06초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 07초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 42분 07초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      30      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 07초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      34      0.00      0.00      0.99      0.00      0.00     99.01
14시 42분 07초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 07초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 42분 07초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 42분 08초     all      0.00      0.00      0.03      0.00      0.00     99.98
14시 42분 08초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      24      0.00      0.00      1.00      0.00      0.00     99.00
14시 42분 08초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 42분 08초      27      0.00      0.00      0.00      0.00      0.00    100.00
