Linux 6.6.23 (eternity8) 	2025년 05월 29일 	_x86_64_	(40 CPU)

14시 40분 53초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 14초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      15      0.00      0.00      1.00      0.00      0.00     99.00
14시 41분 14초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      25      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 14초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 14초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 14초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 15초     all      0.02      0.00      0.05      0.00      0.00     99.93
14시 41분 15초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      12      0.00      0.00      1.00      0.00      0.00     99.00
14시 41분 15초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      15      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 15초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      25      0.00      0.00      0.99      0.00      0.00     99.01
14시 41분 15초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 15초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 15초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 16초     all      0.10      0.00      0.02      0.00      0.00     99.88
14시 41분 16초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      13      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 16초      14      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 16초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      17      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 16초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      19      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 16초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      31      0.00      0.00      0.99      0.00      0.00     99.01
14시 41분 16초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      33      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 16초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      36      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 16초      37      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 16초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 16초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 16초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 17초     all      0.03      0.00      0.00      0.00      0.00     99.97
14시 41분 17초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      19      0.00      0.00      1.00      0.00      0.00     99.00
14시 41분 17초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      25      0.00      0.00      0.99      0.00      0.00     99.01
14시 41분 17초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 17초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 17초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 18초     all      0.00      0.00      0.03      0.00      0.00     99.98
14시 41분 18초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 18초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 18초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 19초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 41분 19초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      31      0.00      0.00      0.99      0.00      0.00     99.01
14시 41분 19초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 19초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 19초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 20초     all      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 20초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 20초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 21초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 41분 21초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      25      0.98      0.00      0.98      0.00      0.00     98.04
14시 41분 21초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 21초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 21초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 22초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 41분 22초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      31      0.00      0.00      1.00      0.00      0.00     99.00
14시 41분 22초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 22초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 22초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 23초     all      0.00      0.00      0.03      0.00      0.00     99.97
14시 41분 23초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      12      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 23초      31      0.00      0.00      0.00      0.00      0.00    100.00
